Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-10-13 09:30:00-04:00,713.010009765625,719.9400024414062,707.6412963867188,716.6500244140625,3474259,0.0,0.0,META
2025-10-13 10:30:00-04:00,716.64501953125,718.4149780273438,708.0800170898438,713.8599853515625,1424938,0.0,0.0,META
2025-10-13 11:30:00-04:00,714.0,714.75,711.7100219726562,714.0999755859375,621689,0.0,0.0,META
2025-10-13 12:30:00-04:00,714.2100219726562,714.8900146484375,712.1492919921875,713.135009765625,478944,0.0,0.0,META
2025-10-13 13:30:00-04:00,713.030029296875,715.489990234375,712.10009765625,714.9605102539062,499360,0.0,0.0,META
2025-10-13 14:30:00-04:00,714.9000244140625,715.469970703125,712.8400268554688,714.625,561849,0.0,0.0,META
2025-10-13 15:30:00-04:00,714.5599975585938,716.0,713.9000244140625,715.4810180664062,1050982,0.0,0.0,META
2025-10-14 09:30:00-04:00,708.0,710.989990234375,699.3300170898438,709.8980102539062,2649450,0.0,0.0,META
2025-10-14 10:30:00-04:00,709.8099975585938,712.1373291015625,707.8499755859375,710.8900146484375,744607,0.0,0.0,META
2025-10-14 11:30:00-04:00,710.7949829101562,715.5399780273438,710.7949829101562,712.8699951171875,888374,0.0,0.0,META
2025-10-14 12:30:00-04:00,712.8599853515625,714.9450073242188,711.739990234375,714.0499877929688,643456,0.0,0.0,META
2025-10-14 13:30:00-04:00,714.0599975585938,714.0599975585938,710.2999877929688,711.2100219726562,510481,0.0,0.0,META
2025-10-14 14:30:00-04:00,711.3900146484375,712.7399291992188,710.4000244140625,711.52001953125,531401,0.0,0.0,META
2025-10-14 15:30:00-04:00,711.6199951171875,711.7769775390625,704.8599853515625,708.77001953125,1297305,0.0,0.0,META
2025-10-15 09:30:00-04:00,716.8599853515625,723.0499877929688,713.25,721.1749877929688,2619944,0.0,0.0,META
2025-10-15 10:30:00-04:00,721.239990234375,723.9000244140625,717.5999755859375,719.27001953125,1545413,0.0,0.0,META
2025-10-15 11:30:00-04:00,719.2999877929688,719.9400024414062,713.5750122070312,717.6199951171875,960983,0.0,0.0,META
2025-10-15 12:30:00-04:00,717.4299926757812,718.3599853515625,709.510009765625,712.3499755859375,754696,0.0,0.0,META
2025-10-15 13:30:00-04:00,712.5549926757812,717.1400146484375,712.1199951171875,716.3699951171875,553669,0.0,0.0,META
2025-10-15 14:30:00-04:00,716.4199829101562,718.6199951171875,716.1099853515625,716.6799926757812,520203,0.0,0.0,META
2025-10-15 15:30:00-04:00,716.6799926757812,717.780029296875,714.8900146484375,717.780029296875,958803,0.0,0.0,META
2025-10-16 09:30:00-04:00,717.5599975585938,725.489990234375,717.489990234375,719.9301147460938,2035894,0.0,0.0,META
2025-10-16 10:30:00-04:00,719.8350219726562,722.114990234375,718.6099853515625,719.125,786962,0.0,0.0,META
2025-10-16 11:30:00-04:00,719.0700073242188,720.3989868164062,712.8001098632812,713.1500244140625,868860,0.0,0.0,META
2025-10-16 12:30:00-04:00,712.5,713.780029296875,709.5401000976562,711.9500122070312,979445,0.0,0.0,META
2025-10-16 13:30:00-04:00,711.8200073242188,712.72998046875,703.8800048828125,705.4365234375,1075991,0.0,0.0,META
2025-10-16 14:30:00-04:00,705.4349975585938,710.5,704.3599853515625,708.5599975585938,888484,0.0,0.0,META
2025-10-16 15:30:00-04:00,708.5599975585938,713.0,707.7239990234375,712.0599975585938,963254,0.0,0.0,META
2025-10-17 09:30:00-04:00,707.0750122070312,715.739990234375,706.1199951171875,713.8200073242188,2995068,0.0,0.0,META
2025-10-17 10:30:00-04:00,713.7050170898438,713.989990234375,707.3599853515625,708.9603881835938,1305341,0.0,0.0,META
2025-10-17 11:30:00-04:00,708.894775390625,713.5900268554688,706.8099975585938,712.6900024414062,1121503,0.0,0.0,META
2025-10-17 12:30:00-04:00,712.9000244140625,713.6900024414062,710.1408081054688,711.8499755859375,644011,0.0,0.0,META
2025-10-17 13:30:00-04:00,711.7000732421875,716.8300170898438,711.1500854492188,716.3200073242188,1866966,0.0,0.0,META
2025-10-17 14:30:00-04:00,716.5800170898438,717.5399780273438,715.4199829101562,717.1649780273438,782473,0.0,0.0,META
2025-10-17 15:30:00-04:00,717.0700073242188,718.5399780273438,716.010009765625,716.6699829101562,1405410,0.0,0.0,META
