Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-10-15 09:30:00-04:00,716.8599853515625,723.0499877929688,713.25,721.1749877929688,2619944,0.0,0.0,META
2025-10-15 10:30:00-04:00,721.239990234375,723.9000244140625,717.5999755859375,719.27001953125,1545413,0.0,0.0,META
2025-10-15 11:30:00-04:00,719.2999877929688,719.9400024414062,713.5750122070312,717.6199951171875,960983,0.0,0.0,META
2025-10-15 12:30:00-04:00,717.4299926757812,718.3599853515625,709.510009765625,712.3499755859375,754696,0.0,0.0,META
2025-10-15 13:30:00-04:00,712.5549926757812,717.1400146484375,712.1199951171875,716.3699951171875,553669,0.0,0.0,META
2025-10-15 14:30:00-04:00,716.4199829101562,718.6199951171875,716.1099853515625,716.6799926757812,520203,0.0,0.0,META
2025-10-15 15:30:00-04:00,716.6799926757812,717.780029296875,714.8900146484375,717.780029296875,958803,0.0,0.0,META
2025-10-16 09:30:00-04:00,717.5599975585938,725.489990234375,717.489990234375,719.9301147460938,2035894,0.0,0.0,META
2025-10-16 10:30:00-04:00,719.8350219726562,722.114990234375,718.6099853515625,719.125,786962,0.0,0.0,META
2025-10-16 11:30:00-04:00,719.0700073242188,720.3989868164062,712.8001098632812,713.1500244140625,868860,0.0,0.0,META
2025-10-16 12:30:00-04:00,712.5,713.780029296875,709.5401000976562,711.9500122070312,979445,0.0,0.0,META
2025-10-16 13:30:00-04:00,711.8200073242188,712.72998046875,703.8800048828125,705.4365234375,1075991,0.0,0.0,META
2025-10-16 14:30:00-04:00,705.4349975585938,710.5,704.3599853515625,708.5599975585938,888484,0.0,0.0,META
2025-10-16 15:30:00-04:00,708.5599975585938,713.0,707.7239990234375,712.0599975585938,963254,0.0,0.0,META
2025-10-17 09:30:00-04:00,707.0750122070312,715.739990234375,706.1199951171875,713.8200073242188,2995068,0.0,0.0,META
2025-10-17 10:30:00-04:00,713.7050170898438,713.989990234375,707.3599853515625,708.9603881835938,1305341,0.0,0.0,META
2025-10-17 11:30:00-04:00,708.894775390625,713.5900268554688,706.8099975585938,712.6900024414062,1121503,0.0,0.0,META
2025-10-17 12:30:00-04:00,712.9000244140625,713.6900024414062,710.1408081054688,711.8499755859375,644011,0.0,0.0,META
2025-10-17 13:30:00-04:00,711.7000732421875,716.8300170898438,711.1500854492188,716.3200073242188,1866966,0.0,0.0,META
2025-10-17 14:30:00-04:00,716.5800170898438,717.5399780273438,715.4199829101562,717.1649780273438,782473,0.0,0.0,META
2025-10-17 15:30:00-04:00,717.0700073242188,718.5399780273438,716.010009765625,716.6699829101562,1405410,0.0,0.0,META
2025-10-20 09:30:00-04:00,721.25,732.27001953125,720.1799926757812,731.72998046875,2719056,0.0,0.0,META
2025-10-20 10:30:00-04:00,731.6900024414062,732.3699951171875,728.8099975585938,729.9299926757812,1093441,0.0,0.0,META
2025-10-20 11:30:00-04:00,730.0999755859375,731.7088012695312,728.5,731.1300048828125,864571,0.0,0.0,META
2025-10-20 12:30:00-04:00,731.1099853515625,732.5499877929688,729.8300170898438,732.0,627716,0.0,0.0,META
2025-10-20 13:30:00-04:00,732.125,733.5598754882812,731.9000244140625,733.1500244140625,742534,0.0,0.0,META
2025-10-20 14:30:00-04:00,733.1400146484375,733.77001953125,731.3300170898438,733.02001953125,738067,0.0,0.0,META
2025-10-20 15:30:00-04:00,733.0750122070312,733.0750122070312,731.52001953125,732.3900146484375,949556,0.0,0.0,META
2025-10-21 09:30:00-04:00,736.260009765625,738.5,731.280029296875,732.7949829101562,2027490,0.0,0.0,META
2025-10-21 10:30:00-04:00,732.780029296875,733.7999877929688,728.7999877929688,730.3101196289062,1056245,0.0,0.0,META
2025-10-21 11:30:00-04:00,730.4099731445312,734.489990234375,729.22900390625,733.7349853515625,837249,0.0,0.0,META
2025-10-21 12:30:00-04:00,733.8699951171875,734.75,729.780029296875,732.0100708007812,779090,0.0,0.0,META
